gamintojas;metai;kaina;rida;pavaros;kuras;kW
3;2006;3450.0;284769.0;0;1;103.0
2;2006;3450.0;277935.0;0;1;100.0
3;2007;3450.0;320245.0;0;1;125.0
2;2006;3450.0;257623.0;0;1;103.0
1;2011;3450.0;228687.0;0;0;51.0
7;2004;3450.0;248090.0;1;5;92.0
20;2012;3450.0;300000.0;0;1;55.0
4;2012;3450.0;312900.0;0;0;115.0
17;2009;3450.0;260000.0;1;1;110.0
2;2007;3450.0;382000.0;0;1;132.0
20;2011;3450.0;259852.0;0;1;66.0
1;2009;3450.0;284949.0;0;1;77.0
11;2012;3450.0;260000.0;0;1;125.0
2;2007;3450.0;238000.0;1;1;132.0
29;2006;3450.0;223000.0;1;1;103.0
3;2004;3450.0;226000.0;1;1;233.0
5;2010;3475.0;240000.0;0;1;84.0
12;2008;3490.0;252000.0;0;1;84.0
12;2011;3490.0;255000.0;0;1;81.0
29;2005;3499.0;261180.0;0;1;103.0
21;2012;3499.0;157000.0;0;0;70.0
27;2009;3499.0;313996.0;0;1;103.0
3;2009;3499.0;250000.0;0;1;103.0
0;2009;3499.0;318332.0;0;1;130.0
21;2007;3500.0;243000.0;1;1;100.0
27;2010;3500.0;251777.0;0;0;85.0
2;2009;3500.0;303440.0;1;1;140.0
26;2011;3500.0;300000.0;0;0;107.0
0;2009;3500.0;298120.0;0;1;105.0
21;2015;3500.0;230000.0;0;0;96.0
20;2005;3500.0;375411.0;0;1;74.0
5;2010;3500.0;233000.0;0;1;80.0
20;2005;3500.0;375411.0;0;1;74.0
5;2010;3500.0;233000.0;0;1;80.0
18;2012;3500.0;146686.0;0;1;66.0
20;2013;3500.0;225000.0;1;1;96.0
12;2010;3500.0;237745.0;0;1;110.0
2;2008;3500.0;255652.0;1;1;132.0
29;2009;3500.0;241053.0;1;1;103.0
26;2007;3500.0;343902.0;0;1;103.0
1;2009;3500.0;276000.0;1;1;103.0
20;2009;3500.0;241000.0;1;0;177.0
13;2009;3500.0;195966.0;0;0;114.0
8;2006;3500.0;213400.0;0;0;95.0
5;2008;3500.0;280000.0;0;1;100.0
36;2005;3500.0;261600.0;0;0;125.0
0;2009;3500.0;383675.0;0;1;100.0
26;2009;3500.0;226228.0;0;1;92.0
7;2004;3500.0;214231.0;1;5;130.0
44;2005;3500.0;201400.0;0;1;122.0
3;2002;3500.0;243000.0;1;0;202.0
12;2009;3500.0;310000.0;1;1;120.0
3;2014;3500.0;203190.0;1;1;130.0
2;2005;3500.0;260000.0;0;1;103.0
6;2010;3500.0;250000.0;0;1;103.0
26;2012;3500.0;257000.0;1;1;120.0
2;2006;3500.0;278266.0;1;1;165.0
14;2004;3500.0;227020.0;0;1;100.0
5;2004;3500.0;350000.0;1;1;120.0
27;2009;3500.0;185000.0;0;0;88.0
5;2008;3550.0;275450.0;0;1;100.0
3;2011;3550.0;199000.0;0;5;63.0
8;2004;3550.0;299999.0;1;3;56.0
9;2007;3550.0;435231.0;1;1;200.0
0;2006;3550.0;320000.0;1;1;120.0
8;2008;3550.0;252600.0;0;1;100.0
26;2006;3550.0;194500.0;0;0;162.0
0;2005;3550.0;118000.0;0;0;110.0
3;2012;3550.0;290000.0;0;1;77.0
3;2010;3550.0;262354.0;0;1;77.0
6;2005;3560.0;333000.0;1;0;125.0
5;2011;3590.0;208000.0;0;1;80.0
12;2010;3590.0;185000.0;0;0;85.0
4;2010;3599.0;239884.0;0;1;68.0
8;2008;3599.0;291980.0;0;1;100.0
3;2007;3600.0;244000.0;0;1;77.0
8;2007;3600.0;243000.0;0;1;100.0
4;2012;3600.0;202000.0;0;1;55.0
3;2007;3600.0;300000.0;1;1;165.0
6;1989;3600.0;300000.0;1;0;138.0
26;2013;3600.0;145000.0;0;0;74.0
15;2007;3600.0;107000.0;0;0;62.0
0;2009;3600.0;282800.0;0;0;140.0
0;2009;3600.0;329000.0;0;1;105.0
16;2011;3600.0;285800.0;0;1;66.0
0;2008;3600.0;238000.0;0;1;105.0
12;2009;3600.0;372547.0;1;1;118.0
4;2015;3600.0;46000.0;1;-1;49.0
5;2008;3600.0;308475.0;0;1;136.0
14;2011;3600.0;190580.0;0;1;81.0
0;2008;3600.0;252000.0;0;1;130.0
20;2014;3600.0;194000.0;0;1;70.0
16;2011;3600.0;160000.0;0;0;66.0
20;2010;3600.0;220900.0;0;1;81.0
5;2003;3650.0;337500.0;1;1;120.0
12;2010;3650.0;272000.0;1;1;96.0
5;2008;3650.0;300000.0;0;1;132.0
8;2010;3650.0;300000.0;1;1;110.0
2;2007;3650.0;220000.0;0;1;85.0
6;2006;3650.0;291000.0;1;1;110.0
12;2010;3650.0;250000.0;0;1;96.0
12;2011;3650.0;269000.0;0;1;96.0
4;2011;3650.0;261000.0;0;1;80.0
7;2003;3650.0;267300.0;0;5;92.0
18;2011;3650.0;240000.0;0;1;85.0
7;2003;3650.0;284500.0;1;0;130.0
36;2006;3650.0;215500.0;0;0;85.0
2;2011;3650.0;280000.0;0;1;100.0
5;2007;3650.0;251000.0;0;1;100.0
3;2017;3650.0;204000.0;0;0;62.0
14;2008;3690.0;300000.0;0;1;110.0
6;2014;3690.0;500000.0;1;4;125.0
21;2011;3699.0;250000.0;0;1;82.0
3;2005;3700.0;284544.0;0;1;128.0
31;2004;3700.0;295484.0;1;1;120.0
14;2008;3700.0;330000.0;1;1;128.0
18;2008;3700.0;200000.0;0;1;103.0
10;1986;3700.0;777777.0;1;0;150.0
12;1999;3700.0;192992.0;0;0;55.0
23;2008;3700.0;271369.0;1;0;80.0
3;2003;3700.0;340100.0;1;1;128.0
2;2009;3700.0;283524.0;0;1;140.0
2;2007;3700.0;380515.0;1;1;171.0
0;2008;3700.0;291375.0;1;1;120.0
3;2011;3700.0;350785.0;1;5;110.0
3;2010;3700.0;190000.0;1;0;90.0
12;2008;3700.0;227258.0;1;1;118.0
8;2007;3700.0;154000.0;0;1;93.0
6;1994;3700.0;340000.0;1;1;110.0
1;2010;3700.0;356000.0;0;1;103.0
41;2007;3700.0;270000.0;1;1;130.0
26;2009;3700.0;219000.0;0;1;66.0
34;2014;3700.0;168963.0;1;1;66.0
20;2010;3700.0;265000.0;0;1;81.0
6;2003;3700.0;336563.0;0;0;120.0
26;2009;3700.0;200000.0;0;1;80.0
12;2010;3700.0;146235.0;0;0;88.0
39;2016;3700.0;122000.0;1;1;66.0
4;2010;3700.0;280000.0;0;1;80.0
4;2012;3700.0;236000.0;0;0;88.0
8;2009;3750.0;202100.0;1;0;91.0
6;2009;3750.0;400000.0;1;1;125.0
5;2009;3750.0;380000.0;0;1;100.0
21;2009;3750.0;118000.0;0;0;70.0
3;2009;3750.0;220000.0;0;1;81.0
12;2011;3750.0;198000.0;0;1;118.0
3;2006;3750.0;264001.0;0;1;77.0
3;2007;3750.0;314999.0;0;1;77.0
12;2007;3750.0;193000.0;0;1;88.0
3;2007;3750.0;343726.0;1;1;103.0
29;2008;3750.0;203000.0;0;1;125.0
12;2012;3750.0;276000.0;0;1;81.0
5;2010;3750.0;301000.0;0;1;84.0
4;2011;3750.0;225000.0;0;0;115.0
26;2010;3750.0;239000.0;0;0;107.0
4;2009;3750.0;225000.0;0;0;110.0
4;2009;3750.0;200000.0;0;0;115.0
5;2013;3750.0;325000.0;0;1;85.0
17;2009;3750.0;210000.0;0;0;100.0
23;2014;3750.0;210000.0;0;1;110.0
42;2011;3750.0;200000.0;0;1;129.0
0;2008;3750.0;259000.0;0;1;105.0
34;2011;3750.0;210000.0;0;1;66.0
2;2007;3750.0;250000.0;0;1;77.0
3;2006;3799.0;323178.0;1;1;103.0
3;2007;3799.0;279844.0;0;1;77.0
12;2009;3799.0;299915.0;0;1;92.0
1;2012;3799.0;246000.0;0;0;118.0
23;2002;3800.0;295386.0;0;1;85.0
3;2008;3800.0;330654.0;1;1;103.0
5;2004;3800.0;581252.0;0;1;120.0
26;2011;3800.0;336100.0;0;1;103.0
8;2012;3800.0;212000.0;1;3;100.0
5;2006;3800.0;300000.0;1;1;136.0
29;2007;3800.0;276421.0;1;1;103.0
0;2010;3800.0;256814.0;0;1;105.0
0;2007;3800.0;295258.0;1;0;150.0
12;2005;3800.0;365000.0;0;1;74.0
8;2004;3800.0;219485.0;1;3;56.0
3;2010;3800.0;270000.0;0;0;77.0
3;2011;3800.0;220000.0;0;0;90.0
6;2009;3800.0;208000.0;1;1;90.0
12;2009;3800.0;250000.0;0;1;118.0
1;2010;3800.0;249200.0;0;0;77.0
6;1998;3800.0;300000.0;0;1;90.0
6;2008;3800.0;290000.0;1;1;125.0
20;2013;3800.0;270000.0;0;1;96.0
20;2014;3800.0;300000.0;0;1;81.0
3;2009;3800.0;196000.0;0;0;90.0
3;2011;3800.0;267000.0;0;1;77.0
4;2012;3800.0;250000.0;1;1;150.0
26;2007;3839.0;306357.0;0;1;103.0
20;2013;3850.0;145390.0;0;0;97.0
5;2007;3850.0;240000.0;1;5;175.0
3;2004;3850.0;386300.0;0;1;96.0
12;2010;3850.0;259594.0;0;1;81.0
12;2010;3850.0;200000.0;0;0;74.0
0;2006;3850.0;314524.0;1;1;170.0
36;1989;3850.0;145000.0;1;1;58.0
8;2008;3850.0;284258.0;0;1;100.0
0;2006;3850.0;400000.0;1;0;160.0
6;2013;3850.0;200000.0;0;1;66.0
8;2006;3850.0;299113.0;1;0;57.0
12;2010;3850.0;250000.0;0;1;88.0
3;1999;3850.0;286255.0;0;1;75.0
8;2006;3850.0;268000.0;1;-1;56.0
12;2010;3850.0;330000.0;1;1;118.0
5;2009;3850.0;330596.0;0;1;100.0
29;2012;3850.0;220000.0;0;1;77.0
1;2009;3850.0;265000.0;0;1;103.0
26;2014;3850.0;170000.0;0;1;85.0
0;2011;3850.0;180000.0;0;1;85.0
3;2005;3850.0;200000.0;0;1;128.0
3;2019;3850.0;129000.0;0;1;85.0
4;2011;3880.0;332200.0;0;1;110.0
3;2011;3890.0;300000.0;0;1;103.0
18;2013;3890.0;209000.0;0;1;85.0
0;2008;3899.0;273000.0;0;0;105.0
7;2009;3899.0;228000.0;0;1;110.0
1;2011;3900.0;348400.0;0;1;125.0
20;2013;3900.0;221000.0;0;1;110.0
3;2005;3900.0;290386.0;0;1;96.0
0;2004;3900.0;321411.0;1;1;135.0
0;2004;3900.0;460414.0;1;1;135.0
12;2015;3900.0;200000.0;0;0;66.0
5;2010;3900.0;187000.0;0;1;80.0
3;2007;3900.0;349825.0;0;1;128.0
3;2011;3900.0;347385.0;0;0;77.0
6;2007;3900.0;397980.0;0;1;100.0
4;2014;3900.0;221000.0;0;1;81.0
26;2010;3900.0;240000.0;1;1;120.0
14;2015;3900.0;240000.0;0;1;81.0
20;2012;3900.0;290689.0;1;1;110.0
20;2008;3900.0;285000.0;0;1;107.0
0;2007;3900.0;335000.0;1;1;173.0
18;2014;3900.0;170000.0;0;1;55.0
0;2008;3900.0;240000.0;0;0;110.0
20;2012;3900.0;226000.0;0;1;81.0
21;2012;3900.0;102900.0;1;2;35.0
20;2012;3900.0;265000.0;0;1;81.0
0;2005;3900.0;332549.0;1;1;130.0
27;2009;3900.0;295410.0;0;1;103.0
39;2021;3932.0;67821.0;0;1;70.0
8;2010;3950.0;237000.0;0;1;93.0
3;2006;3950.0;308000.0;1;1;77.0
8;2007;3950.0;194000.0;1;3;56.0
26;2011;3950.0;245444.0;1;1;103.0
13;2008;3950.0;170000.0;1;0;110.0
13;2008;3950.0;170411.0;1;0;110.0
8;2007;3950.0;215133.0;0;1;130.0
3;2009;3950.0;254355.0;1;1;103.0
3;2007;3950.0;219000.0;0;1;103.0
2;2010;3950.0;236000.0;1;0;118.0
4;2009;3950.0;172871.0;0;0;66.0
8;2006;3950.0;245000.0;1;3;57.0
6;2011;3950.0;219731.0;0;0;70.0
8;2009;3950.0;255446.0;1;0;108.0
12;2011;3950.0;350000.0;1;1;118.0
6;2010;3950.0;211000.0;0;1;100.0
12;2008;3950.0;291000.0;1;0;167.0
2;2005;3950.0;212351.0;0;0;188.0
12;2011;3950.0;255400.0;0;1;92.0
0;2005;3950.0;193000.0;0;1;110.0
18;2008;3950.0;280000.0;1;1;114.0
3;2010;3950.0;235000.0;0;1;66.0
39;2015;3950.0;78965.0;0;0;55.0
26;2012;3950.0;193000.0;0;1;70.0
20;2011;3950.0;205000.0;0;1;96.0
4;2012;3950.0;266000.0;0;1;82.0
12;2013;3980.0;215000.0;0;1;81.0
31;2006;3990.0;360000.0;1;1;160.0
3;2007;3990.0;229000.0;0;1;77.0
6;2012;3990.0;300000.0;0;1;100.0
6;2015;3990.0;600000.0;1;1;100.0
18;2010;3990.0;320000.0;1;1;176.0
2;2007;3999.0;280000.0;1;0;188.0
29;2012;3999.0;218000.0;0;0;77.0
27;2009;3999.0;214793.0;0;1;105.0
41;2007;3999.0;255937.0;0;0;125.0
27;2010;3999.0;259411.0;0;1;120.0
3;2008;3999.0;168726.0;1;0;103.0
3;2011;3999.0;276000.0;0;1;77.0
20;2010;3999.0;192554.0;0;1;78.0
18;2009;3999.0;179711.0;0;0;104.0
4;2011;3999.0;273715.0;0;1;82.0
20;2013;3999.0;316231.0;0;1;81.0
2;2007;3999.0;175000.0;0;0;147.0
16;2009;3999.0;202000.0;0;1;103.0
8;2007;3999.0;156755.0;1;1;66.0
27;2010;3999.0;183000.0;0;1;120.0
17;2010;3999.0;219000.0;0;1;92.0
3;2010;3999.0;265000.0;0;1;77.0
0;2010;3999.0;282000.0;0;0;105.0
21;2009;3999.0;218000.0;1;1;115.0
4;2010;3999.0;265000.0;0;1;80.0
0;2007;3999.0;154000.0;1;0;125.0
5;2008;3999.0;304790.0;0;1;100.0
2;2009;3999.0;307245.0;0;1;140.0
3;2008;3999.0;263456.0;0;1;103.0
0;2006;3999.0;347000.0;1;1;120.0
4;2010;4000.0;245190.0;0;1;80.0
4;2015;4000.0;239504.0;0;1;88.0
0;2008;4000.0;304125.0;1;1;145.0
8;2007;4000.0;390000.0;1;-1;56.0
14;2012;4000.0;192386.0;0;1;81.0
23;2008;4000.0;349962.0;0;1;103.0
6;2011;4000.0;270000.0;1;1;125.0
3;2012;4000.0;296000.0;1;1;103.0
6;2006;4000.0;351916.0;1;1;140.0
8;2010;4000.0;314549.0;1;-1;73.0
0;2008;4000.0;312664.0;1;1;130.0
12;2011;4000.0;272796.0;0;1;81.0
0;2008;4000.0;327585.0;1;1;145.0
8;2019;4000.0;147393.0;1;3;72.0
8;2011;4000.0;380000.0;1;3;73.0
12;2008;4000.0;271000.0;1;1;110.0
12;2009;4000.0;261000.0;0;0;191.0
1;2011;4000.0;163000.0;0;0;90.0
18;2010;4000.0;317000.0;0;0;99.0
26;2009;4000.0;222000.0;0;1;100.0
27;2010;4000.0;310000.0;0;1;127.0
3;2010;4000.0;254360.0;1;0;147.0
28;2006;4000.0;149141.0;1;5;169.0
26;2013;4000.0;232000.0;0;1;70.0
18;2009;4000.0;210000.0;0;1;110.0
0;2005;4000.0;289000.0;1;1;160.0
1;2023;4000.0;20224.0;1;0;110.0
3;2008;4000.0;230000.0;0;1;96.0
26;2011;4000.0;234000.0;0;0;110.0
18;2008;4000.0;200000.0;1;1;114.0
26;2015;4050.0;213000.0;0;1;70.0
0;2009;4060.0;303258.0;0;1;105.0
3;2010;4099.0;350716.0;1;1;103.0
5;2003;4100.0;380000.0;1;1;120.0
1;2011;4100.0;115000.0;0;0;77.0
26;2011;4100.0;330000.0;1;1;120.0
26;2011;4100.0;282000.0;0;1;103.0
27;2011;4100.0;235000.0;0;1;132.0
12;2011;4100.0;214472.0;0;1;96.0
0;2009;4100.0;134820.0;0;0;90.0
0;2007;4100.0;242000.0;0;1;130.0
0;2005;4100.0;480000.0;1;1;130.0
4;2011;4100.0;260000.0;0;1;103.0
1;2010;4140.0;430000.0;1;1;125.0
0;2010;4150.0;212000.0;0;1;130.0
29;2007;4150.0;226456.0;0;1;125.0
36;2008;4150.0;250000.0;0;1;80.0
12;2009;4150.0;240463.0;1;1;118.0
1;2009;4150.0;239105.0;0;1;77.0
7;2011;4150.0;258000.0;0;1;110.0
26;2011;4150.0;253897.0;0;1;85.0
5;2013;4150.0;189235.0;1;1;84.0
2;2007;4150.0;200000.0;0;1;103.0
26;2013;4150.0;137000.0;0;1;85.0
23;2007;4150.0;269800.0;0;1;115.0
26;2011;4150.0;248200.0;0;1;70.0
7;2007;4190.0;190000.0;1;0;169.0
26;2011;4190.0;263193.0;1;1;120.0
3;2009;4199.0;256599.0;0;0;90.0
29;2012;4200.0;197808.0;0;1;77.0
36;2013;4200.0;214473.0;0;1;66.0
20;2017;4200.0;234000.0;0;1;66.0
26;2010;4200.0;300000.0;0;1;129.0
2;2008;4200.0;236151.0;1;1;132.0
4;2010;4200.0;262070.0;0;1;80.0
26;2012;4200.0;290000.0;0;1;103.0
3;2009;4200.0;212070.0;1;0;147.0
0;2009;4200.0;297642.0;0;1;100.0
0;2008;4200.0;396162.0;0;1;145.0
12;2010;4200.0;221219.0;1;1;118.0
0;2008;4200.0;214256.0;1;1;130.0
15;2011;4200.0;267000.0;0;0;124.0
4;2009;4200.0;248000.0;0;1;81.0
12;2010;4200.0;295000.0;1;1;118.0
17;2011;4200.0;238000.0;0;1;110.0
21;2011;4200.0;200000.0;1;5;115.0
21;2008;4200.0;279000.0;0;1;115.0
6;2006;4200.0;293297.0;1;1;130.0
0;2009;4200.0;272859.0;0;1;130.0
6;2008;4200.0;646777.0;0;1;110.0
21;2011;4200.0;293000.0;1;1;150.0
8;2002;4200.0;300000.0;0;1;75.0
12;2012;4200.0;243000.0;1;1;118.0
8;2011;4200.0;213000.0;0;1;93.0
8;2007;4200.0;314474.0;0;1;100.0
21;2009;4222.0;200000.0;1;1;150.0
3;2008;4250.0;292500.0;0;1;103.0
0;2004;4250.0;288350.0;1;0;125.0
8;2006;4250.0;269347.0;1;3;56.0
18;2007;4250.0;270000.0;1;1;114.0
12;2007;4250.0;418654.0;0;1;107.0
5;2007;4250.0;282000.0;1;1;120.0
2;1999;4250.0;172000.0;0;0;92.0
3;2007;4250.0;252000.0;1;1;125.0
5;2010;4250.0;273645.0;0;1;80.0
8;2006;4250.0;233859.0;1;0;108.0
26;2013;4250.0;260000.0;0;1;85.0
18;2014;4250.0;209000.0;0;1;55.0
12;2012;4290.0;240000.0;0;1;92.0
12;2010;4299.0;181830.0;0;1;92.0
21;2011;4299.0;300000.0;1;1;82.0
5;2007;4299.0;371659.0;1;1;132.0
3;2011;4299.0;116000.0;0;1;66.0
7;2008;4300.0;200000.0;1;0;180.0
5;2006;4300.0;265000.0;1;1;136.0
12;2017;4300.0;273000.0;0;1;77.0
26;2012;4300.0;109000.0;0;1;92.0
2;2008;4300.0;295000.0;1;1;132.0
2;2009;4300.0;321000.0;1;1;125.0
12;2013;4300.0;414000.0;0;1;77.0
3;2014;4300.0;208000.0;1;1;103.0
8;2008;4300.0;227800.0;0;0;95.0
14;2013;4300.0;213000.0;1;2;80.0
26;2008;4300.0;240000.0;0;1;103.0
6;2006;4300.0;335800.0;1;1;165.0
1;2015;4300.0;392123.0;0;1;77.0
39;2017;4300.0;262600.0;0;0;54.0
4;2012;4300.0;273645.0;0;1;100.0
45;2005;4300.0;284000.0;1;5;188.0
18;2014;4300.0;156000.0;0;0;49.0
1;2011;4300.0;265000.0;1;0;90.0
18;2007;4300.0;263400.0;0;1;111.0
3;2008;4300.0;250000.0;0;1;81.0
3;1999;4300.0;327411.0;0;1;65.0
6;2006;4300.0;407090.0;1;1;165.0
21;2011;4300.0;250000.0;1;1;150.0
8;2008;4300.0;338891.0;0;1;100.0
2;2010;4350.0;290000.0;0;1;77.0
27;2013;4350.0;162940.0;0;1;85.0
2;2006;4350.0;239000.0;0;1;103.0
3;2008;4350.0;235000.0;0;0;110.0
0;2008;4350.0;270000.0;0;0;90.0
6;2005;4350.0;279000.0;0;1;110.0
26;2008;4350.0;298210.0;0;1;129.0
2;2007;4350.0;311997.0;1;1;132.0
8;2009;4350.0;255627.0;0;1;100.0
3;2009;4350.0;211393.0;0;5;80.0
12;2011;4350.0;241300.0;0;1;118.0
2;2009;4350.0;231456.0;1;0;118.0
26;2011;4350.0;238000.0;0;1;85.0
41;2009;4350.0;271000.0;0;1;103.0
29;2012;4350.0;260000.0;0;1;77.0
8;2008;4350.0;300000.0;1;3;56.0
13;2011;4350.0;224000.0;0;3;84.0
5;2010;4356.0;245600.0;0;1;100.0
28;2004;4399.0;298726.0;1;5;150.0
17;2006;4399.0;288274.0;1;1;110.0
34;2011;4399.0;195459.0;0;0;51.0
27;2014;4399.0;220000.0;0;1;110.0
0;2004;4400.0;295000.0;1;1;160.0
0;2009;4400.0;291500.0;0;1;105.0
4;2011;4400.0;322000.0;0;1;103.0
3;2008;4400.0;350000.0;1;1;165.0
2;2009;4400.0;270070.0;1;1;140.0
0;2007;4400.0;300000.0;0;1;110.0
12;2009;4400.0;274000.0;1;1;120.0
3;2008;4400.0;320000.0;0;1;96.0
13;2008;4400.0;317758.0;0;0;103.0
16;2013;4400.0;281912.0;0;1;94.0
5;2003;4400.0;148000.0;1;0;200.0
4;2012;4400.0;224800.0;1;1;82.0
20;2013;4400.0;186425.0;0;0;85.0
8;2008;4400.0;260000.0;1;3;56.0
21;2012;4400.0;156000.0;1;0;88.0
23;2015;4400.0;88000.0;0;0;52.0
16;2008;4444.0;200000.0;0;5;104.0
12;2009;4444.0;269177.0;1;1;118.0
0;2007;4444.0;290000.0;0;1;130.0
0;2008;4450.0;225673.0;1;0;160.0
8;2005;4450.0;275000.0;1;3;57.0
2;2010;4450.0;312000.0;0;1;77.0
14;2006;4450.0;400000.0;1;1;128.0
12;2011;4450.0;261778.0;0;1;118.0
4;2008;4450.0;234210.0;0;1;115.0
27;2011;4450.0;155380.0;0;1;85.0
21;2010;4450.0;199025.0;0;5;88.0
39;2013;4450.0;245000.0;0;1;66.0
3;2011;4450.0;276000.0;1;1;77.0
46;2011;4450.0;91000.0;1;1;4.0
0;2004;4450.0;450000.0;1;1;150.0
27;2015;4450.0;251000.0;0;1;110.0
3;2012;4450.0;297000.0;0;1;77.0
12;2011;4450.0;229300.0;1;1;96.0
3;2012;4450.0;210000.0;0;1;66.0
5;2006;4450.0;454755.0;1;1;136.0
3;2008;4450.0;164000.0;0;1;77.0
0;2009;4480.0;228333.0;1;1;145.0
6;2011;4490.0;369000.0;0;0;115.0
3;2011;4499.0;340000.0;1;1;77.0
3;2011;4499.0;359762.0;1;1;103.0
3;2010;4499.0;269842.0;1;1;77.0
11;2011;4499.0;210476.0;0;1;103.0
17;2009;4499.0;266137.0;0;5;100.0
22;1989;4500.0;135000.0;1;0;108.0
0;2011;4500.0;199900.0;0;1;105.0
26;2012;4500.0;177909.0;0;0;77.0
26;2010;4500.0;303000.0;0;1;129.0
0;2004;4500.0;316845.0;0;1;110.0
18;2013;4500.0;230000.0;0;1;81.0
3;2009;4500.0;261198.0;0;1;77.0
17;2011;4500.0;149175.0;1;0;104.0
8;2010;4500.0;252200.0;1;1;110.0
8;2010;4500.0;272369.0;1;5;108.0
26;2012;4500.0;349321.0;0;1;120.0
3;2013;4500.0;347890.0;1;0;90.0
3;2008;4500.0;298440.0;1;1;177.0
12;2010;4500.0;278578.0;0;1;118.0
6;2008;4500.0;371632.0;1;1;165.0
4;2011;4500.0;249200.0;0;1;85.0
4;2013;4500.0;220000.0;1;0;115.0
3;2011;4500.0;240000.0;0;1;66.0
12;2007;4500.0;333000.0;0;1;110.0
3;2008;4500.0;280000.0;0;1;103.0
2;1986;4500.0;283205.0;0;0;101.0
46;2022;4500.0;30000.0;1;1;6.0
29;2013;4500.0;253758.0;0;1;66.0
0;2010;4500.0;269586.0;0;1;105.0
36;2008;4500.0;272000.0;0;1;80.0
0;2011;4500.0;358000.0;0;1;105.0
3;2014;4500.0;237100.0;0;0;63.0
27;2013;4500.0;152000.0;0;1;110.0
21;2010;4500.0;245000.0;0;1;103.0
8;2007;4500.0;240497.0;0;0;95.0
3;2009;4500.0;220000.0;1;1;103.0
0;2004;4500.0;293000.0;1;1;160.0
20;2012;4500.0;232000.0;0;1;81.0
20;2013;4500.0;207234.0;0;1;96.0
22;2012;4500.0;146397.0;1;0;129.0
6;2007;4500.0;299000.0;1;1;225.0
29;2008;4500.0;279502.0;0;1;77.0
4;2011;4500.0;215800.0;0;0;115.0
16;2011;4550.0;264876.0;1;1;145.0
8;2012;4550.0;230000.0;0;0;108.0
4;2009;4550.0;241500.0;0;1;110.0
12;2011;4550.0;199000.0;0;1;81.0
29;2011;4550.0;138000.0;0;1;77.0
18;2012;4599.0;312440.0;0;1;81.0
0;2014;4599.0;241000.0;1;1;140.0
12;2013;4600.0;150000.0;0;0;74.0
2;2009;4600.0;270000.0;0;1;100.0
4;2011;4600.0;120000.0;0;1;55.0
8;2006;4600.0;293000.0;1;3;57.0
23;2010;4600.0;244120.0;0;1;115.0
14;2016;4600.0;260124.0;0;0;59.0
5;2010;4600.0;280147.0;0;1;80.0
0;2008;4600.0;391934.0;1;1;173.0
6;2012;4600.0;222000.0;0;1;100.0
4;2012;4600.0;252123.0;1;4;120.0
20;2016;4600.0;200000.0;0;1;66.0
0;2008;4600.0;312000.0;1;1;145.0
6;2014;4600.0;25000.0;1;0;90.0
4;2012;4600.0;231000.0;0;0;115.0
4;2013;4600.0;286000.0;0;1;84.0
17;2010;4600.0;90000.0;1;1;110.0
4;2010;4600.0;236000.0;0;1;82.0
4;2013;4600.0;225000.0;0;1;110.0
4;2014;4600.0;230000.0;0;1;88.0
12;2010;4650.0;177000.0;0;1;96.0
18;2008;4650.0;410215.0;0;1;114.0
20;2012;4650.0;220000.0;0;0;81.0
12;2010;4650.0;258000.0;0;1;118.0
21;2012;4650.0;181300.0;1;1;84.0
1;2014;4650.0;89000.0;0;0;44.0
8;2010;4650.0;300000.0;1;3;73.0
2;2009;4650.0;226215.0;0;1;77.0
15;2016;4650.0;200000.0;1;5;50.0
4;2014;4650.0;148000.0;0;1;84.0
4;2012;4650.0;268523.0;1;1;82.0
3;2008;4699.0;205779.0;1;0;125.0
0;2010;4699.0;216454.0;0;0;105.0
2;2010;4699.0;194182.0;0;0;118.0
21;2015;4700.0;206390.0;0;1;73.0
0;2007;4700.0;400000.0;1;1;145.0
0;2007;4700.0;350000.0;1;1;145.0
12;2012;4700.0;277184.0;0;1;135.0
8;2010;4700.0;236000.0;0;1;110.0
0;2009;4700.0;250000.0;0;1;105.0
26;2008;4700.0;146300.0;0;1;100.0
26;2015;4700.0;145000.0;0;0;74.0
39;2017;4700.0;96000.0;0;0;54.0
21;2005;4700.0;231000.0;0;1;74.0
0;2008;4700.0;280000.0;1;1;130.0
26;2011;4700.0;270000.0;0;1;103.0
28;2011;4700.0;239000.0;0;1;130.0
21;2010;4700.0;185420.0;0;1;74.0
12;2013;4700.0;190608.0;0;1;70.0
4;2014;4700.0;318000.0;0;0;81.0
34;2016;4700.0;174000.0;0;1;94.0
4;2014;4700.0;233000.0;0;1;88.0
26;2015;4700.0;200830.0;0;0;92.0
15;2011;4700.0;183000.0;0;0;124.0
3;2009;4750.0;290000.0;0;1;77.0
0;2012;4750.0;250000.0;0;1;105.0
21;2012;4750.0;140000.0;0;0;115.0
0;2005;4750.0;400000.0;1;1;160.0
3;2003;4750.0;333308.0;0;1;75.0
6;2007;4750.0;265006.0;1;1;140.0
27;2010;4750.0;218000.0;0;1;127.0
2;2007;4750.0;223503.0;1;5;75.0
3;2009;4750.0;246000.0;1;0;118.0
12;2013;4750.0;201000.0;0;1;118.0
0;2012;4750.0;225649.0;0;1;100.0
4;2007;4750.0;201000.0;0;1;115.0
12;2012;4750.0;249000.0;0;0;88.0
14;2008;4750.0;240383.0;0;1;76.0
8;2011;4750.0;235000.0;0;0;97.0
18;2011;4750.0;219200.0;1;5;213.0
