gamintojas;metai;kaina;rida;pavaros;kuras;kW
0;2002;1400.0;311903.0;0;1;100.0
12;2005;1400.0;320000.0;1;1;110.0
5;1997;1400.0;132852.0;0;0;100.0
34;2011;1400.0;207124.0;0;1;55.0
6;2005;1400.0;410000.0;0;1;110.0
14;2002;1420.0;278460.0;0;1;84.0
5;2006;1450.0;245000.0;0;1;100.0
21;2002;1450.0;251000.0;0;1;98.0
5;2006;1450.0;400000.0;0;1;100.0
4;2006;1450.0;368952.0;0;1;100.0
0;1998;1450.0;311236.0;0;0;110.0
13;2007;1450.0;300000.0;1;0;103.0
13;2004;1450.0;332000.0;0;5;114.0
20;2007;1490.0;300000.0;0;0;82.0
6;2003;1500.0;330000.0;1;1;150.0
8;2008;1500.0;307400.0;0;1;100.0
0;2003;1500.0;227000.0;1;1;120.0
5;2006;1500.0;185475.0;0;1;100.0
8;2005;1500.0;360805.0;0;0;95.0
21;2007;1500.0;180320.0;0;0;80.0
12;2001;1500.0;170340.0;1;0;74.0
3;2007;1500.0;338183.0;0;1;103.0
6;2002;1500.0;360000.0;1;1;150.0
13;2005;1500.0;440000.0;0;1;103.0
4;2009;1500.0;234512.0;0;1;80.0
8;2005;1500.0;326515.0;0;0;81.0
5;2014;1500.0;150000.0;1;1;158.0
17;1999;1500.0;250000.0;1;1;140.0
1;2016;1500.0;234180.0;0;1;88.0
34;2003;1550.0;159000.0;0;0;80.0
3;2004;1550.0;318000.0;1;1;103.0
12;2003;1550.0;295000.0;0;1;88.0
35;2004;1550.0;88000.0;1;0;45.0
26;2008;1550.0;200300.0;0;5;80.0
0;2004;1550.0;440000.0;1;1;160.0
8;2007;1550.0;280000.0;0;1;93.0
12;2006;1550.0;425321.0;0;1;88.0
1;2008;1580.0;287000.0;0;1;85.0
27;2008;1599.0;278398.0;0;0;88.0
3;1993;1600.0;429000.0;0;1;57.0
2;2005;1600.0;180000.0;1;0;130.0
17;2010;1600.0;164300.0;0;5;62.0
1;2010;1600.0;354000.0;0;1;77.0
8;2006;1650.0;418000.0;0;1;85.0
3;2005;1650.0;3490000.0;0;1;103.0
2;2004;1650.0;354244.0;0;1;96.0
5;2005;1650.0;400000.0;0;1;100.0
2;1998;1650.0;381233.0;0;1;81.0
36;2003;1650.0;187000.0;0;0;85.0
12;2008;1650.0;335017.0;1;1;110.0
26;2005;1650.0;178235.0;0;1;80.0
0;2004;1660.0;150000.0;0;0;85.0
0;2005;1699.0;400000.0;0;1;130.0
1;2002;1699.0;180000.0;0;0;75.0
2;2005;1700.0;420000.0;1;5;75.0
2;2007;1700.0;353606.0;1;1;132.0
0;2006;1700.0;213538.0;0;0;85.0
12;2009;1700.0;369389.0;1;1;118.0
3;2004;1700.0;177000.0;0;0;85.0
0;2005;1700.0;403872.0;1;1;130.0
3;2007;1700.0;304121.0;1;1;165.0
1;2009;1750.0;179000.0;0;1;59.0
5;2005;1750.0;250000.0;0;1;100.0
5;2006;1750.0;369000.0;0;1;100.0
5;2007;1750.0;256000.0;0;1;81.0
12;2007;1750.0;295638.0;0;1;74.0
3;2007;1750.0;336683.0;0;1;103.0
12;2007;1750.0;290000.0;0;0;85.0
14;2005;1800.0;285000.0;0;1;100.0
1;2005;1800.0;358550.0;0;1;77.0
3;2007;1800.0;245141.0;0;1;77.0
5;2005;1800.0;364101.0;1;1;120.0
8;2006;1800.0;150000.0;0;0;71.0
12;2010;1800.0;275000.0;0;1;96.0
14;2006;1800.0;187050.0;0;0;81.0
21;2009;1800.0;280000.0;0;1;80.0
34;2009;1800.0;256345.0;0;0;51.0
2;2007;1800.0;224690.0;0;1;103.0
8;2007;1800.0;294093.0;0;1;100.0
8;2007;1830.0;260900.0;0;1;66.0
35;2005;1850.0;146967.0;1;0;37.0
21;2011;1850.0;155000.0;0;1;55.0
3;2003;1850.0;283000.0;1;1;96.0
0;2006;1850.0;354000.0;0;1;120.0
2;1999;1850.0;200000.0;0;1;66.0
5;2006;1850.0;411800.0;0;1;136.0
3;2007;1850.0;348754.0;1;1;103.0
8;2006;1850.0;210757.0;0;0;81.0
21;2007;1850.0;280000.0;0;1;125.0
11;2006;1850.0;194000.0;0;1;88.0
5;2002;1890.0;336400.0;1;1;96.0
13;2009;1899.0;350000.0;0;1;110.0
16;2003;1900.0;265000.0;0;1;103.0
8;2007;1900.0;304428.0;0;1;93.0
20;2009;1900.0;320000.0;0;1;96.0
6;1987;1900.0;550110.0;0;1;53.0
14;2004;1900.0;250000.0;0;1;100.0
0;2004;1900.0;392100.0;1;0;141.0
0;2004;1900.0;243500.0;1;0;125.0
26;2006;1900.0;300000.0;0;1;92.0
0;2003;1900.0;336000.0;1;1;160.0
6;2006;1900.0;270000.0;1;1;90.0
20;2008;1900.0;184000.0;1;1;84.0
3;2003;1950.0;417695.0;0;1;96.0
12;2009;1950.0;311000.0;0;1;118.0
8;2008;1950.0;349880.0;0;1;93.0
6;2002;1950.0;291000.0;1;1;66.0
3;2008;1950.0;285707.0;0;0;118.0
12;2008;1950.0;256887.0;0;1;92.0
26;2008;1950.0;249100.0;1;1;81.0
3;2006;1950.0;295000.0;0;0;110.0
8;2003;1950.0;205000.0;0;0;95.0
3;2005;1950.0;299854.0;0;1;128.0
21;2007;1950.0;200300.0;0;1;80.0
8;2001;1950.0;233000.0;0;1;85.0
3;2006;1990.0;437000.0;0;1;88.0
6;2007;1997.0;156000.0;0;1;80.0
12;2010;1999.0;224000.0;0;0;85.0
34;2004;1999.0;150000.0;1;0;44.0
6;2005;1999.0;200000.0;0;0;100.0
8;2006;1999.0;125000.0;0;0;48.0
1;2005;1999.0;373214.0;1;1;120.0
12;2008;1999.0;155000.0;1;0;77.0
12;2009;1999.0;249000.0;0;1;55.0
3;2002;2000.0;277000.0;0;1;74.0
7;2008;2000.0;115000.0;1;0;110.0
1;2008;2000.0;501000.0;1;1;103.0
37;2005;2000.0;163000.0;0;0;63.0
6;2000;2000.0;400000.0;1;1;90.0
16;2004;2000.0;183760.0;1;5;143.0
6;1998;2000.0;320000.0;0;1;83.0
8;2007;2000.0;282963.0;1;3;56.0
12;2011;2000.0;276442.0;0;1;81.0
12;2011;2000.0;293605.0;0;1;96.0
6;2004;2000.0;325000.0;1;1;90.0
23;2004;2000.0;230000.0;0;0;72.0
26;2008;2000.0;299000.0;0;1;92.0
8;2008;2000.0;333000.0;0;1;93.0
1;2010;2000.0;230000.0;0;0;92.0
1;2009;2000.0;226000.0;0;1;77.0
38;2004;2000.0;261957.0;1;0;193.0
3;2005;2050.0;360000.0;1;1;74.0
31;2007;2099.0;301000.0;1;1;103.0
7;2004;2099.0;190000.0;1;0;130.0
8;2007;2100.0;320307.0;0;1;110.0
20;2010;2100.0;335351.0;0;1;63.0
12;2003;2100.0;300000.0;0;1;88.0
20;2007;2100.0;199000.0;0;0;82.0
20;2011;2100.0;170000.0;0;0;96.0
5;2008;2100.0;387000.0;0;1;100.0
3;2012;2100.0;266945.0;0;1;77.0
3;2002;2100.0;320000.0;0;1;74.0
3;2003;2100.0;222759.0;0;1;74.0
2;2005;2100.0;330000.0;0;1;85.0
1;2009;2100.0;236000.0;0;1;51.0
13;2005;2100.0;292124.0;0;1;103.0
1;2009;2100.0;241000.0;0;1;59.0
6;2008;2150.0;442000.0;0;1;80.0
3;2005;2150.0;313000.0;1;1;77.0
3;2006;2150.0;298000.0;0;1;103.0
3;2003;2150.0;275000.0;0;0;85.0
3;2004;2150.0;300000.0;0;0;132.0
4;2005;2150.0;220000.0;0;1;80.0
7;2001;2150.0;154000.0;0;0;92.0
2;2005;2150.0;345000.0;0;1;120.0
0;2009;2150.0;200000.0;1;1;105.0
39;2009;2150.0;175000.0;0;0;77.0
13;2004;2150.0;365001.0;0;0;110.0
1;2004;2199.0;282117.0;1;1;66.0
0;2001;2199.0;240000.0;0;0;125.0
4;2008;2200.0;282520.0;1;1;100.0
8;2002;2200.0;377500.0;0;0;112.0
3;2008;2200.0;390000.0;0;1;77.0
13;2004;2200.0;197548.0;1;0;61.0
3;2008;2200.0;284557.0;0;0;118.0
2;2006;2200.0;326696.0;1;0;125.0
2;2005;2200.0;378929.0;1;1;165.0
0;2006;2200.0;328460.0;1;1;130.0
14;2002;2200.0;285330.0;0;1;84.0
0;2007;2200.0;235000.0;0;1;120.0
2;2007;2200.0;200000.0;0;0;125.0
3;2008;2200.0;330215.0;0;1;77.0
12;2006;2200.0;70000.0;0;1;110.0
5;2005;2200.0;282050.0;0;1;100.0
14;2007;2200.0;185000.0;0;0;65.0
12;2009;2200.0;275000.0;0;1;92.0
12;2003;2200.0;180000.0;1;0;74.0
5;2007;2250.0;285888.0;0;1;100.0
40;2009;2250.0;229369.0;0;1;90.0
3;2005;2250.0;185000.0;0;0;85.0
16;2007;2250.0;247000.0;0;5;71.0
12;2006;2250.0;224000.0;0;0;90.0
12;2009;2250.0;291000.0;0;1;66.0
12;2008;2250.0;270000.0;1;1;110.0
4;2009;2250.0;244000.0;0;0;88.0
6;2007;2250.0;178000.0;1;0;100.0
6;2004;2300.0;285474.0;1;1;120.0
8;2012;2300.0;232000.0;0;1;93.0
15;2006;2300.0;117700.0;0;0;68.0
0;2011;2300.0;261468.0;0;1;105.0
12;2011;2300.0;211765.0;1;0;103.0
2;2008;2300.0;312019.0;1;1;132.0
3;2008;2300.0;275000.0;0;0;90.0
14;2004;2300.0;269000.0;0;0;121.0
2;1998;2300.0;304681.0;1;5;169.0
3;2006;2300.0;337070.0;0;1;125.0
0;2007;2300.0;190123.0;0;0;105.0
3;2008;2349.0;300000.0;0;1;77.0
2;2005;2349.0;300000.0;0;1;103.0
26;2013;2350.0;400000.0;0;1;92.0
17;2006;2350.0;353812.0;1;5;100.0
14;2004;2350.0;350000.0;0;1;100.0
3;2004;2350.0;241211.0;0;1;75.0
1;2008;2350.0;170243.0;0;0;55.0
2;2003;2350.0;270000.0;0;1;96.0
12;2007;2350.0;174000.0;0;0;103.0
3;2005;2350.0;286700.0;0;1;128.0
8;2003;2350.0;248000.0;0;1;85.0
20;2011;2350.0;220000.0;0;1;66.0
3;2006;2350.0;370100.0;0;1;103.0
8;2007;2350.0;190000.0;1;1;66.0
0;2004;2350.0;285133.0;1;1;110.0
4;2007;2350.0;198000.0;0;1;80.0
20;2005;2350.0;254000.0;0;1;110.0
12;2005;2350.0;217000.0;1;0;77.0
26;2009;2350.0;271000.0;0;1;80.0
13;2004;2350.0;226000.0;1;0;61.0
16;2012;2350.0;234848.0;0;1;66.0
13;2007;2390.0;188000.0;0;0;103.0
7;2009;2390.0;400000.0;0;1;110.0
8;1998;2390.0;394101.0;1;0;140.0
18;2011;2390.0;220000.0;0;1;66.0
6;1985;2399.0;244300.0;0;1;63.0
16;2007;2399.0;340000.0;0;1;84.0
3;2008;2400.0;212111.0;0;1;66.0
6;2000;2400.0;300000.0;1;5;160.0
23;2004;2400.0;287454.0;1;1;118.0
2;2007;2400.0;498454.0;1;1;165.0
0;2005;2400.0;254244.0;1;1;150.0
3;1998;2400.0;390386.0;0;5;85.0
8;2007;2400.0;330241.0;0;1;130.0
0;2005;2400.0;500000.0;0;1;120.0
7;2008;2400.0;299000.0;0;1;110.0
22;2007;2400.0;185000.0;1;5;160.0
41;2006;2400.0;294000.0;0;1;103.0
1;2011;2400.0;247150.0;0;1;55.0
4;2011;2400.0;283000.0;0;1;66.0
0;2005;2400.0;393254.0;1;1;130.0
26;2008;2400.0;186000.0;0;1;66.0
23;2008;2400.0;390000.0;1;0;125.0
12;2006;2400.0;277624.0;0;1;55.0
8;2006;2450.0;224178.0;1;0;108.0
8;2008;2450.0;167444.0;1;0;78.0
5;2008;2450.0;370000.0;0;1;100.0
12;2006;2450.0;284000.0;1;0;92.0
12;2007;2450.0;318401.0;0;0;103.0
20;2007;2450.0;310000.0;0;1;85.0
0;2009;2450.0;100000.0;0;0;125.0
21;2013;2450.0;236000.0;1;0;115.0
39;2015;2450.0;219000.0;0;1;55.0
12;2005;2490.0;223000.0;1;0;77.0
21;2008;2490.0;277800.0;1;1;100.0
12;2011;2499.0;220000.0;0;1;55.0
12;2004;2499.0;139976.0;1;0;77.0
0;2005;2499.0;319700.0;0;1;90.0
12;2010;2499.0;384000.0;0;1;81.0
0;2008;2499.0;245000.0;0;0;105.0
3;2007;2500.0;270000.0;0;1;77.0
23;2004;2500.0;224000.0;1;0;118.0
21;2009;2500.0;178000.0;0;1;125.0
3;2005;2500.0;260000.0;0;1;74.0
6;2003;2500.0;429560.0;1;1;110.0
14;2003;2500.0;385650.0;0;1;100.0
5;2011;2500.0;330606.0;0;1;85.0
3;2010;2500.0;385345.0;0;0;77.0
2;2007;2500.0;386885.0;1;1;171.0
2;2006;2500.0;301803.0;0;1;103.0
0;2006;2500.0;395609.0;1;1;120.0
21;2009;2500.0;229000.0;0;0;88.0
14;2011;2500.0;236000.0;0;0;84.0
7;2012;2500.0;238000.0;0;1;110.0
35;2012;2500.0;163000.0;1;0;45.0
8;2007;2500.0;216600.0;0;0;95.0
5;2010;2500.0;333145.0;0;1;100.0
8;2007;2500.0;316000.0;0;1;93.0
7;2011;2500.0;246100.0;0;1;110.0
6;2004;2500.0;285027.0;0;1;110.0
13;2001;2500.0;224000.0;1;0;92.0
1;2007;2500.0;275165.0;1;0;75.0
1;2010;2500.0;194912.0;0;0;51.0
2;2005;2500.0;344000.0;1;1;150.0
8;2006;2500.0;338000.0;0;1;100.0
15;2017;2500.0;27595.0;0;0;88.0
14;2005;2550.0;246776.0;0;1;100.0
3;2008;2550.0;253000.0;1;1;103.0
21;2012;2550.0;132364.0;0;0;50.0
21;2014;2550.0;189000.0;0;5;60.0
1;2008;2550.0;245000.0;0;0;44.0
5;2008;2550.0;240000.0;1;1;100.0
4;2010;2550.0;287964.0;1;1;80.0
14;1997;2555.0;304999.0;0;1;61.0
12;2005;2588.0;197689.0;0;0;66.0
6;2003;2599.0;279411.0;1;1;110.0
3;2008;2599.0;268000.0;0;1;103.0
17;2011;2599.0;120000.0;0;0;50.0
3;2008;2599.0;200000.0;0;0;90.0
15;2011;2599.0;200000.0;0;0;50.0
6;2005;2600.0;214111.0;1;0;85.0
20;2008;2600.0;337200.0;0;1;110.0
3;2004;2600.0;311728.0;1;0;85.0
42;2001;2600.0;259845.0;1;1;88.0
21;2009;2600.0;254300.0;1;1;80.0
20;2011;2600.0;262000.0;0;1;81.0
21;2012;2600.0;264000.0;0;1;103.0
7;2008;2600.0;400000.0;0;5;127.0
5;2007;2600.0;299300.0;1;1;120.0
4;2008;2600.0;162000.0;1;0;88.0
1;2006;2600.0;300000.0;0;0;75.0
0;2011;2600.0;310258.0;0;1;85.0
26;2010;2600.0;270000.0;0;1;80.0
40;2006;2600.0;223000.0;1;1;110.0
16;2009;2620.0;269500.0;0;1;85.0
29;2007;2650.0;277000.0;0;1;77.0
16;2002;2650.0;290835.0;0;1;103.0
16;2005;2650.0;170000.0;1;5;129.0
1;2010;2650.0;289000.0;0;1;55.0
7;2004;2650.0;508500.0;1;0;180.0
12;2010;2650.0;209900.0;0;0;66.0
43;2009;2650.0;225000.0;0;0;80.0
4;2012;2650.0;212000.0;0;0;115.0
34;2008;2650.0;270000.0;0;1;88.0
12;2009;2650.0;307000.0;0;1;96.0
0;2006;2690.0;265000.0;0;0;160.0
26;2008;2690.0;232139.0;0;0;85.0
8;2007;2695.0;293000.0;0;0;108.0
29;2007;2699.0;241000.0;0;1;77.0
0;2005;2699.0;175000.0;1;1;130.0
26;2007;2700.0;250000.0;0;1;96.0
2;2004;2700.0;298000.0;1;1;165.0
0;2006;2700.0;300000.0;0;1;120.0
7;2000;2700.0;240000.0;1;5;125.0
0;2008;2700.0;275000.0;1;1;145.0
26;2007;2700.0;354170.0;0;0;107.0
0;2004;2700.0;345000.0;1;1;120.0
2;2006;2700.0;228666.0;0;1;103.0
12;2009;2700.0;220000.0;0;1;110.0
8;2008;2700.0;270000.0;0;1;93.0
0;2008;2700.0;370498.0;0;1;145.0
23;2009;2700.0;272750.0;0;0;125.0
3;2007;2700.0;287000.0;0;0;103.0
26;2017;2700.0;150706.0;0;1;77.0
8;2008;2700.0;232381.0;0;1;100.0
34;2017;2700.0;177000.0;0;1;94.0
12;2008;2750.0;283000.0;0;1;81.0
4;2010;2750.0;184957.0;0;1;80.0
8;2006;2750.0;322559.0;0;1;110.0
0;2004;2750.0;285000.0;1;1;130.0
26;2007;2750.0;234000.0;0;1;85.0
4;2009;2750.0;259000.0;0;1;100.0
0;2008;2750.0;304.0;0;1;105.0
21;2009;2750.0;249000.0;0;1;100.0
20;2009;2750.0;203000.0;0;0;96.0
36;2009;2750.0;260000.0;0;1;80.0
8;2006;2750.0;233100.0;0;1;100.0
12;2007;2750.0;330000.0;1;1;88.0
3;2008;2750.0;301932.0;1;1;103.0
21;2011;2750.0;230000.0;0;1;66.0
3;2008;2750.0;350000.0;0;1;75.0
27;2009;2750.0;244243.0;0;1;103.0
21;2008;2770.0;256233.0;1;1;100.0
29;2007;2799.0;263154.0;0;1;77.0
6;2009;2800.0;273000.0;1;0;120.0
5;2009;2800.0;345000.0;0;1;136.0
12;2002;2800.0;288730.0;0;1;88.0
37;2008;2800.0;144000.0;1;0;51.0
13;2005;2800.0;96000.0;1;0;61.0
12;2010;2800.0;248879.0;0;1;96.0
12;2011;2800.0;429581.0;0;1;96.0
8;2007;2800.0;251750.0;0;1;93.0
3;2005;2800.0;267579.0;0;1;103.0
26;2007;2800.0;33000.0;0;1;100.0
27;2007;2800.0;142545.0;1;0;122.0
3;2010;2800.0;220024.0;0;0;90.0
0;2003;2800.0;315000.0;1;1;135.0
8;2006;2800.0;262000.0;0;1;93.0
12;1991;2800.0;106000.0;1;0;55.0
26;2010;2800.0;115412.0;0;0;59.0
26;2008;2800.0;280000.0;0;1;103.0
3;2007;2800.0;190540.0;0;5;75.0
20;2010;2800.0;280000.0;0;1;81.0
8;2008;2800.0;220000.0;0;1;93.0
3;2006;2850.0;300000.0;1;1;128.0
1;2012;2850.0;267000.0;0;1;77.0
8;2005;2850.0;335438.0;1;1;66.0
3;2004;2850.0;324543.0;0;1;74.0
18;2013;2850.0;192000.0;0;1;55.0
3;2006;2850.0;326000.0;0;1;77.0
14;1993;2855.0;156555.0;0;1;55.0
2;2005;2888.0;286000.0;0;1;103.0
6;2006;2899.0;300000.0;0;1;110.0
6;2005;2899.0;269000.0;1;1;140.0
2;2008;2900.0;400000.0;1;1;103.0
6;1998;2900.0;220000.0;0;1;75.0
5;2007;2900.0;363164.0;0;1;80.0
17;2018;2900.0;130000.0;1;1;102.0
4;2008;2900.0;199000.0;0;0;88.0
1;2008;2900.0;189900.0;0;1;59.0
41;2008;2900.0;196272.0;0;1;103.0
34;2008;2900.0;222000.0;0;1;63.0
3;2006;2900.0;277000.0;1;1;103.0
6;2007;2900.0;350000.0;1;1;140.0
21;2011;2900.0;306970.0;0;1;103.0
12;2007;2900.0;254712.0;0;1;92.0
0;2006;2900.0;300000.0;1;1;120.0
12;2011;2900.0;231150.0;0;1;70.0
2;2005;2900.0;300000.0;0;0;75.0
3;2003;2900.0;390000.0;0;1;128.0
11;2009;2900.0;294038.0;0;1;125.0
39;2015;2900.0;160000.0;0;0;92.0
12;2009;2900.0;200000.0;0;1;81.0
5;2005;2900.0;402867.0;1;1;120.0
15;2012;2900.0;148558.0;0;0;88.0
8;2007;2950.0;306000.0;0;1;100.0
21;2009;2950.0;200000.0;0;0;70.0
8;2006;2950.0;300000.0;1;3;56.0
12;2007;2950.0;218000.0;1;0;92.0
16;2008;2950.0;230000.0;1;0;66.0
2;2005;2950.0;279691.0;1;1;120.0
17;2011;2950.0;250000.0;0;1;96.0
18;2008;2950.0;2369213.0;0;1;103.0
8;2008;2950.0;223234.0;0;1;130.0
2;2008;2950.0;275000.0;0;1;125.0
8;2008;2950.0;148000.0;0;0;95.0
6;2008;2950.0;312000.0;1;1;165.0
3;2007;2950.0;126000.0;0;1;77.0
1;2011;2950.0;263044.0;0;1;55.0
12;2014;2950.0;180000.0;0;1;55.0
12;2011;2950.0;191000.0;0;1;81.0
3;2005;2960.0;293563.0;1;1;230.0
5;2006;2980.0;292000.0;0;1;136.0
5;2009;2985.0;245000.0;0;1;80.0
26;2009;2990.0;216000.0;0;1;103.0
3;2011;2990.0;450000.0;0;1;103.0
3;2008;2990.0;283000.0;0;1;77.0
4;2010;2990.0;281000.0;0;1;80.0
41;2007;2999.0;166600.0;1;0;117.0
18;2013;2999.0;190835.0;0;0;63.0
12;2009;2999.0;202213.0;0;1;110.0
3;2006;2999.0;273664.0;0;1;66.0
2;2006;2999.0;346000.0;0;1;103.0
6;2007;2999.0;249900.0;0;1;100.0
26;2008;2999.0;271000.0;0;1;92.0
18;2013;2999.0;289488.0;0;1;55.0
4;2009;2999.0;143000.0;0;0;70.0
3;2007;2999.0;205000.0;0;1;77.0
20;2011;2999.0;260000.0;0;1;96.0
13;2007;2999.0;265000.0;1;3;70.0
0;2008;2999.0;334649.0;0;1;105.0
0;2007;2999.0;235125.0;0;1;105.0
3;2009;2999.0;251000.0;0;1;81.0
1;2009;2999.0;220000.0;0;5;75.0
0;2009;2999.0;370000.0;0;1;130.0
14;2007;2999.0;243281.0;0;1;78.0
12;2009;3000.0;316231.0;1;1;120.0
0;2011;3000.0;359224.0;1;1;105.0
12;2012;3000.0;340033.0;0;1;118.0
0;2008;3000.0;450948.0;0;1;130.0
12;2009;3000.0;328622.0;1;1;96.0
0;2007;3000.0;338726.0;1;1;120.0
5;2010;3000.0;224000.0;0;1;80.0
0;2006;3000.0;404254.0;1;1;200.0
12;2013;3000.0;245000.0;0;1;96.0
2;2010;3000.0;291312.0;0;0;132.0
3;2007;3000.0;313000.0;1;1;103.0
3;2005;3000.0;229000.0;0;0;85.0
4;2010;3000.0;233000.0;0;1;80.0
3;2005;3000.0;219000.0;0;1;103.0
3;2011;3000.0;22111.0;1;0;96.0
6;2014;3000.0;422462.0;1;1;125.0
13;2008;3000.0;212213.0;0;0;103.0
2;2005;3000.0;217000.0;0;0;120.0
3;2006;3000.0;315000.0;1;1;77.0
6;1998;3050.0;300000.0;0;0;142.0
3;2010;3050.0;223000.0;1;1;103.0
14;2011;3050.0;271000.0;0;1;66.0
12;2008;3050.0;166656.0;0;1;74.0
12;2008;3099.0;215000.0;0;5;69.0
4;2012;3100.0;263197.0;0;1;68.0
3;2012;3100.0;305666.0;1;1;77.0
18;2007;3100.0;261000.0;0;1;103.0
4;2011;3100.0;241670.0;0;1;82.0
27;2009;3100.0;300000.0;0;1;136.0
4;2009;3100.0;375000.0;1;1;125.0
23;2001;3100.0;298000.0;0;1;64.0
21;2009;3100.0;260000.0;1;1;100.0
26;2012;3149.0;340000.0;0;1;50.0
3;2011;3150.0;256000.0;0;5;51.0
3;2008;3150.0;327801.0;0;1;77.0
8;2009;3150.0;230000.0;0;1;66.0
8;2009;3150.0;134500.0;0;1;66.0
34;2012;3150.0;277000.0;0;1;66.0
21;2009;3150.0;260000.0;0;1;103.0
21;2011;3150.0;126800.0;0;0;115.0
26;2006;3150.0;233000.0;0;1;160.0
14;2007;3199.0;249000.0;0;1;78.0
27;2016;3199.0;160000.0;0;1;77.0
0;2007;3200.0;298000.0;1;1;145.0
41;2007;3200.0;260000.0;0;1;130.0
26;2008;3200.0;245000.0;1;0;118.0
12;2011;3200.0;326305.0;0;1;96.0
8;2006;3200.0;130000.0;1;0;108.0
5;2007;3200.0;429326.0;1;1;136.0
12;2012;3200.0;286202.0;1;1;118.0
1;2012;3200.0;283847.0;0;0;63.0
20;2012;3200.0;61000.0;1;-1;4.0
5;2007;3200.0;270000.0;0;1;100.0
8;2009;3200.0;300000.0;1;1;110.0
0;2007;3200.0;310480.0;1;1;120.0
12;2011;3200.0;299214.0;0;1;96.0
0;2011;3200.0;281307.0;1;1;130.0
18;2016;3200.0;190000.0;1;3;77.0
12;2009;3200.0;317000.0;1;1;118.0
20;2010;3200.0;290000.0;1;1;81.0
6;2010;3249.0;496966.0;1;1;125.0
3;2007;3250.0;121000.0;0;0;75.0
5;2005;3250.0;188100.0;0;5;125.0
17;2007;3250.0;264034.0;0;1;110.0
9;1999;3250.0;178800.0;1;1;102.0
31;2002;3250.0;320000.0;0;1;105.0
17;2007;3250.0;181101.0;0;1;110.0
1;2009;3250.0;163436.0;0;1;51.0
0;2005;3250.0;350000.0;1;1;120.0
26;2008;3250.0;287000.0;0;1;92.0
3;2007;3250.0;248276.0;0;1;77.0
26;2006;3250.0;269000.0;0;0;162.0
21;2011;3250.0;132000.0;1;0;115.0
21;2009;3250.0;337000.0;0;1;81.0
7;2004;3250.0;375000.0;1;5;121.0
8;2002;3250.0;299000.0;1;0;112.0
8;2006;3255.0;278000.0;0;1;75.0
5;2008;3299.0;300000.0;0;1;100.0
5;2008;3299.0;300000.0;0;1;100.0
14;2006;3300.0;290386.0;0;1;98.0
1;2012;3300.0;340000.0;1;1;77.0
21;2011;3300.0;183000.0;0;1;82.0
12;2008;3300.0;165000.0;0;0;66.0
2;2006;3300.0;312000.0;0;1;77.0
15;2007;3300.0;157000.0;0;1;66.0
0;2006;3300.0;278407.0;0;0;110.0
1;2009;3300.0;369107.0;0;1;103.0
26;2007;3300.0;256818.0;0;0;107.0
12;2010;3300.0;283962.0;1;1;74.0
6;2008;3300.0;306000.0;0;1;100.0
21;2011;3300.0;226517.0;0;1;68.0
12;2011;3300.0;363268.0;0;1;118.0
3;2008;3300.0;294000.0;1;1;103.0
8;2011;3300.0;342770.0;1;1;110.0
1;2011;3300.0;251000.0;0;1;66.0
6;2009;3300.0;185000.0;0;1;80.0
0;2006;3300.0;399999.0;1;1;120.0
18;2005;3300.0;220000.0;1;1;120.0
0;2004;3300.0;350000.0;1;1;150.0
4;2010;3300.0;210000.0;0;1;66.0
26;2009;3300.0;250000.0;0;1;80.0
4;2010;3300.0;254000.0;0;1;80.0
8;2009;3300.0;292146.0;0;1;93.0
8;2009;3300.0;292146.0;0;1;93.0
21;2013;3328.0;246000.0;0;1;96.0
0;2006;3350.0;345000.0;0;1;120.0
2;2005;3350.0;350000.0;1;1;132.0
3;2006;3350.0;265000.0;1;1;165.0
0;2010;3350.0;320500.0;0;1;105.0
26;2009;3350.0;270000.0;1;1;96.0
5;2006;3350.0;337465.0;1;1;136.0
3;2009;3350.0;222300.0;0;0;59.0
7;2006;3350.0;247621.0;0;0;118.0
6;2006;3350.0;202000.0;1;0;85.0
29;2008;3350.0;302000.0;1;1;77.0
26;2010;3350.0;246000.0;1;1;103.0
26;2010;3350.0;208000.0;0;1;85.0
3;2007;3399.0;230000.0;0;0;85.0
23;1999;3400.0;190386.0;0;1;74.0
14;2003;3400.0;270638.0;0;1;98.0
31;2005;3400.0;241411.0;0;1;105.0
29;2010;3400.0;260000.0;0;1;77.0
26;2012;3400.0;266460.0;0;1;70.0
0;2006;3400.0;312000.0;1;0;270.0
0;2007;3400.0;374615.0;0;1;173.0
0;2008;3400.0;276088.0;1;1;130.0
12;2007;3400.0;250000.0;0;1;110.0
2;2006;3400.0;380000.0;0;1;103.0
12;2010;3400.0;291232.0;0;1;118.0
3;2012;3400.0;305000.0;0;0;77.0
8;2015;3400.0;100000.0;0;0;51.0
0;2010;3400.0;215270.0;0;0;105.0
12;2011;3400.0;309960.0;0;1;92.0
15;2020;3400.0;43500.0;0;3;61.0
12;2010;3400.0;210000.0;0;1;92.0
5;2011;3400.0;385000.0;0;1;120.0
3;2005;3400.0;320000.0;1;1;165.0
20;2011;3400.0;243000.0;0;1;96.0
0;2007;3420.0;240000.0;0;0;105.0
20;2010;3450.0;268000.0;0;1;96.0
3;2010;3450.0;270000.0;0;1;77.0
5;2006;3450.0;260000.0;0;1;80.0
0;2006;3450.0;224208.0;1;1;170.0
0;2006;3450.0;266000.0;0;0;85.0
